image_id,question,question_type,answer_type,multiple_choice_answer,question_id,multiple_choices,answers_multiple_users
1060,How many people are in the image?,how many,number,1,10603,"['3', '2', '14', '15', '8', '12', '19', '16', '20', '1', '9', '4', '7', '10', '17', '5', '6', '11']","['1', '16', '14', '12', '16', '1', '3', '17', '1', '1']"
1061,How many people are in the image?,how many,number,1,10613,"['13', '3', '14', '8', '17', '12', '15', '19', '16', '20', '0', '1', '9', '10', '7', '4', '2', '6']","['1', '7', '1', '1', '1', '1', '1', '1', '13', '1']"
1062,How many people are in the image?,how many,number,1,10623,"['13', '18', '17', '8', '15', '14', '19', '20', '0', '1', '9', '4', '10', '7', '2', '5', '6', '11']","['1', '15', '1', '1', '1', '1', '1', '1', '5', '1']"
1064,How many people are in the image?,how many,number,1,10643,"['13', '3', '14', '8', '15', '12', '19', '20', '16', '0', '1', '7', '10', '9', '4', '17', '6', '11']","['1', '1', '1', '2', '1', '1', '4', '1', '1', '1']"
1065,How many people are in the image?,how many,number,1,10653,"['3', '13', '2', '14', '8', '15', '12', '19', '20', '16', '10', '1', '9', '7', '4', '17', '6', '11']","['1', '6', '1', '1', '1', '1', '1', '1', '1', '1']"
1066,How many people are in the image?,how many,number,1,10663,"['13', '3', '18', '2', '14', '15', '12', '16', '19', '20', '0', '1', '10', '7', '17', '5', '6', '11']","['1', '6', '15', '11', '1', '1', '3', '9', '13', '1']"
1067,How many people are in the image?,how many,number,1,10673,"['3', '13', '18', '14', '8', '15', '19', '20', '16', '0', '1', '9', '10', '7', '2', '5', '6', '11']","['1', '4', '18', '13', '1', '1', '2', '12', '1', '19']"
1068,How many animals are present in the image?,how many,number,1,10683,"['3', '13', '18', '2', '14', '8', '15', '19', '16', '20', '0', '1', '9', '10', '7', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1069,How many people are in the image?,how many,number,1,10693,"['13', '3', '18', '14', '15', '12', '19', '16', '20', '0', '1', '7', '4', '9', '2', '5', '6', '11']","['1', '15', '1', '1', '1', '1', '2', '1', '1', '1']"
1070,How many people are in the image?,how many,number,3,10703,"['3', '13', '18', '14', '17', '12', '16', '20', '19', '0', '1', '7', '10', '9', '2', '5', '6', '11']","['3', '3', '3', '3', '3', '3', '3', '9', '3', '3']"
1071,How many people are in the image?,how many,number,1,10713,"['13', '18', '17', '14', '8', '12', '15', '19', '20', '0', '1', '10', '4', '9', '7', '2', '6', '11']","['1', '1', '10', '1', '1', '1', '1', '1', '1', '1']"
1072,How many people are in the image?,how many,number,1,10723,"['13', '18', '2', '8', '15', '12', '19', '20', '16', '0', '1', '9', '4', '10', '7', '17', '6', '11']","['1', '1', '1', '18', '1', '1', '9', '1', '1', '1']"
1073,How many people are in the image?,how many,number,2,10733,"['3', '13', '18', '14', '15', '12', '16', '19', '20', '0', '9', '1', '10', '4', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '10', '2', '11', '2', '0']"
1074,How many people are in the image?,how many,number,1,10743,"['13', '3', '18', '15', '8', '12', '19', '16', '20', '0', '1', '7', '4', '10', '2', '5', '6', '11']","['1', '20', '1', '1', '20', '1', '1', '1', '1', '3']"
1076,How many people are in the image?,how many,number,2,10763,"['13', '3', '14', '15', '8', '12', '17', '16', '20', '0', '7', '10', '4', '9', '1', '2', '6', '11']","['2', '1', '17', '18', '2', '1', '2', '2', '20', '2']"
1077,How many people are in the image?,how many,number,2,10773,"['13', '3', '18', '14', '15', '17', '12', '16', '0', '1', '10', '9', '7', '4', '2', '5', '6', '11']","['2', '4', '2', '2', '2', '2', '9', '2', '2', '18']"
1078,How many people are in the image?,how many,number,1,10783,"['3', '18', '2', '14', '15', '8', '12', '19', '20', '16', '0', '1', '7', '10', '9', '17', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1079,How many people are in the image?,how many,number,2,10793,"['3', '18', '14', '17', '15', '12', '8', '16', '20', '19', '0', '9', '7', '1', '2', '5', '6', '11']","['2', '17', '5', '2', '2', '12', '2', '2', '2', '2']"
1080,How many people are in the image?,how many,number,1,10803,"['3', '13', '18', '14', '15', '8', '12', '16', '19', '0', '1', '10', '9', '7', '4', '2', '5', '6']","['1', '1', '1', '1', '1', '20', '7', '1', '12', '20']"
1082,How many people are in the image?,how many,number,2,10823,"['3', '18', '14', '17', '15', '12', '19', '20', '16', '10', '7', '4', '1', '9', '2', '5', '6', '11']","['2', '20', '2', '17', '10', '2', '2', '2', '6', '2']"
1083,How many people are in the image?,how many,number,2,10833,"['3', '13', '18', '17', '8', '15', '12', '16', '20', '0', '10', '1', '9', '7', '4', '2', '6', '11']","['2', '2', '12', '2', '12', '2', '2', '19', '10', '2']"
1084,How many people are in the image?,how many,number,1,10843,"['13', '3', '17', '8', '15', '12', '14', '19', '20', '0', '9', '1', '10', '7', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '20', '12', '1', '1', '8']"
1085,How many people are in the image?,how many,number,1,10853,"['3', '13', '18', '2', '14', '8', '15', '16', '19', '0', '7', '1', '9', '10', '17', '5', '6', '11']","['1', '3', '1', '1', '1', '1', '1', '1', '1', '8']"
1087,How many people are in the image?,how many,number,1,10873,"['3', '13', '18', '14', '8', '15', '12', '19', '20', '0', '1', '9', '10', '7', '4', '5', '6', '11']","['1', '1', '8', '1', '1', '20', '1', '1', '1', '1']"
1088,How many people are in the image?,how many,number,1,10883,"['13', '3', '18', '14', '15', '12', '19', '16', '20', '0', '1', '9', '4', '7', '17', '5', '6', '11']","['1', '1', '1', '10', '1', '1', '10', '1', '11', '1']"
1089,How many people are in the image?,how many,number,1,10893,"['13', '3', '18', '14', '8', '15', '12', '19', '20', '0', '10', '1', '4', '7', '17', '5', '6', '11']","['1', '1', '1', '1', '11', '1', '1', '1', '1', '1']"
1090,How many people are in the image?,how many,number,2,10903,"['13', '3', '14', '8', '17', '12', '16', '20', '19', '0', '7', '10', '4', '9', '2', '5', '6', '11']","['2', '2', '3', '2', '2', '2', '2', '2', '2', '2']"
1091,How many people are in the image?,how many,number,1,10913,"['3', '13', '18', '2', '14', '15', '12', '16', '20', '19', '0', '10', '1', '4', '17', '5', '6', '11']","['1', '1', '10', '1', '1', '6', '1', '1', '1', '1']"
1092,How many people are in the image?,how many,number,1,10923,"['18', '14', '8', '15', '12', '17', '16', '19', '20', '0', '10', '7', '1', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1093,How many people are in the image?,how many,number,3,10933,"['3', '13', '18', '2', '15', '8', '12', '19', '20', '16', '0', '1', '9', '4', '17', '5', '6', '11']","['3', '8', '3', '3', '3', '3', '3', '3', '3', '3']"
1094,How many people are in the image?,how many,number,1,10943,"['3', '13', '18', '17', '15', '8', '12', '14', '16', '20', '0', '1', '9', '7', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '5', '1', '1']"
1095,How many people are in the image?,how many,number,1,10953,"['3', '18', '14', '8', '15', '12', '19', '20', '16', '1', '7', '4', '9', '10', '17', '5', '6', '11']","['1', '6', '5', '1', '8', '1', '1', '7', '1', '1']"
1096,How many people are in the image?,how many,number,1,10963,"['13', '3', '18', '15', '8', '12', '16', '19', '20', '0', '7', '1', '4', '10', '9', '5', '6', '11']","['1', '7', '1', '1', '1', '1', '1', '1', '8', '1']"
1097,How many people are in the image?,how many,number,3,10973,"['3', '13', '18', '14', '8', '17', '12', '19', '16', '20', '7', '1', '10', '9', '2', '5', '6', '11']","['3', '0', '10', '3', '9', '15', '8', '3', '3', '3']"
1098,How many people are in the image?,how many,number,2,10983,"['3', '18', '17', '15', '8', '12', '14', '16', '19', '0', '10', '1', '4', '9', '2', '5', '6', '11']","['2', '16', '2', '2', '4', '2', '13', '2', '2', '2']"
1099,How many people are in the image?,how many,number,1,10993,"['3', '13', '18', '14', '8', '15', '12', '19', '16', '0', '1', '9', '10', '7', '4', '17', '6', '11']","['1', '1', '1', '1', '1', '4', '1', '1', '6', '1']"
1100,How many people are in the image?,how many,number,1,11003,"['3', '17', '14', '8', '12', '15', '19', '20', '16', '1', '9', '10', '7', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '19', '1', '1', '1', '1', '1']"
1101,How many people are in the image?,how many,number,1,11013,"['3', '18', '14', '8', '15', '16', '20', '19', '0', '1', '7', '10', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '8', '17', '1', '13', '1', '1']"
1102,How many people are in the image?,how many,number,3,11023,"['3', '13', '18', '2', '14', '15', '8', '16', '19', '0', '7', '1', '10', '9', '4', '17', '6', '11']","['3', '3', '3', '3', '3', '3', '16', '3', '3', '1']"
1104,How many people are in the image?,how many,number,2,11043,"['13', '3', '14', '17', '15', '12', '19', '20', '16', '1', '10', '7', '9', '4', '2', '5', '6', '11']","['2', '2', '2', '0', '2', '10', '2', '2', '2', '8']"
1105,How many people are in the image?,how many,number,1,11053,"['3', '18', '2', '14', '8', '15', '12', '16', '20', '0', '1', '7', '4', '10', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '7', '14', '1', '1', '1']"
1106,How many people are in the image?,how many,number,2,11063,"['13', '3', '18', '14', '15', '8', '12', '16', '19', '0', '7', '10', '4', '9', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '6']"
1107,How many people are in the image?,how many,number,2,11073,"['13', '3', '18', '17', '8', '14', '12', '19', '20', '0', '7', '9', '10', '1', '4', '2', '5', '6']","['2', '13', '2', '2', '2', '2', '2', '2', '2', '2']"
1108,How many people are in the image?,how many,number,1,11083,"['3', '13', '18', '14', '15', '8', '12', '16', '19', '0', '7', '1', '10', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '8', '1', '1', '2', '1', '1']"
1111,How many people are in the image?,how many,number,1,11113,"['3', '18', '14', '15', '8', '12', '19', '20', '0', '1', '10', '4', '9', '7', '17', '5', '6', '11']","['1', '1', '1', '18', '1', '1', '1', '1', '12', '1']"
1112,How many people are in the image?,how many,number,1,11123,"['3', '18', '14', '15', '8', '12', '17', '16', '20', '19', '0', '1', '9', '4', '10', '2', '5', '6']","['1', '12', '15', '1', '8', '12', '16', '1', '11', '1']"
1113,How many people are in the image?,how many,number,1,11133,"['13', '3', '18', '14', '15', '17', '12', '19', '20', '0', '10', '1', '4', '9', '7', '2', '5', '6']","['1', '1', '19', '1', '1', '1', '0', '8', '7', '1']"
1114,How many people are in the image?,how many,number,1,11143,"['13', '3', '18', '14', '15', '8', '12', '19', '16', '0', '1', '9', '10', '7', '17', '5', '6', '11']","['1', '1', '8', '10', '1', '1', '1', '1', '19', '1']"
1115,How many people are in the image?,how many,number,4,11153,"['3', '18', '14', '15', '8', '17', '19', '20', '16', '0', '9', '10', '4', '1', '7', '2', '6', '11']","['4', '4', '4', '4', '4', '13', '4', '15', '8', '4']"
1116,How many people are in the image?,how many,number,1,11163,"['13', '3', '18', '14', '15', '12', '19', '16', '20', '0', '7', '1', '4', '10', '2', '5', '6', '11']","['1', '1', '7', '19', '1', '1', '3', '16', '1', '1']"
1119,How many people are in the image?,how many,number,1,11193,"['3', '13', '14', '15', '17', '12', '8', '19', '20', '0', '7', '1', '4', '9', '2', '5', '6', '11']","['1', '1', '1', '6', '13', '1', '1', '1', '1', '1']"
1120,How many people are in the image?,how many,number,2,11203,"['3', '13', '18', '14', '15', '17', '16', '19', '20', '0', '9', '1', '4', '7', '2', '5', '6', '11']","['2', '2', '2', '16', '2', '2', '19', '12', '2', '2']"
1122,How many people are in the image?,how many,number,2,11223,"['13', '3', '18', '2', '14', '15', '8', '12', '16', '20', '0', '10', '9', '4', '1', '17', '6', '11']","['2', '0', '2', '2', '6', '11', '19', '10', '2', '2']"
1123,How many people are in the image?,how many,number,1,11233,"['13', '3', '18', '14', '8', '17', '12', '16', '20', '19', '0', '1', '9', '7', '2', '5', '6', '11']","['1', '1', '1', '1', '6', '8', '1', '1', '1', '1']"
1124,How many people are in the image?,how many,number,1,11243,"['3', '13', '18', '14', '15', '17', '8', '19', '20', '16', '0', '1', '9', '7', '2', '5', '6', '11']","['1', '1', '1', '18', '1', '1', '1', '1', '1', '1']"
1125,How many people are in the image?,how many,number,2,11253,"['3', '13', '18', '14', '8', '15', '12', '16', '20', '19', '0', '1', '7', '4', '10', '2', '6', '11']","['2', '2', '2', '12', '2', '1', '2', '2', '2', '2']"
1126,How many people are in the image?,how many,number,1,11263,"['13', '18', '17', '15', '8', '12', '14', '19', '20', '0', '1', '7', '4', '9', '10', '2', '6', '11']","['1', '1', '16', '1', '1', '1', '5', '1', '1', '1']"
1128,How many people are in the image?,how many,number,2,11283,"['13', '3', '18', '17', '8', '14', '12', '15', '16', '20', '19', '0', '9', '1', '4', '2', '5', '11']","['2', '8', '4', '2', '3', '2', '8', '2', '1', '17']"
1129,How many people are in the image?,how many,number,1,11293,"['13', '2', '14', '8', '15', '12', '16', '20', '19', '0', '1', '10', '4', '7', '9', '17', '5', '11']","['1', '9', '1', '1', '1', '1', '8', '1', '20', '1']"
1130,How many people are in the image?,how many,number,1,11303,"['13', '3', '18', '17', '15', '14', '12', '8', '16', '20', '19', '7', '1', '10', '2', '5', '6', '11']","['1', '20', '1', '1', '1', '1', '1', '1', '1', '1']"
1131,How many people are in the image?,how many,number,1,11313,"['3', '13', '18', '2', '15', '8', '12', '16', '19', '20', '0', '10', '1', '4', '7', '17', '5', '6']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1132,How many people are in the image?,how many,number,1,11323,"['13', '3', '14', '8', '12', '16', '19', '20', '0', '1', '9', '7', '10', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '9', '16', '1']"
1133,How many people are in the image?,how many,number,1,11333,"['18', '17', '14', '8', '12', '15', '16', '20', '19', '0', '10', '1', '4', '9', '7', '2', '5', '6']","['1', '0', '1', '1', '1', '1', '1', '4', '1', '5']"
1134,How many people are in the image?,how many,number,1,11343,"['3', '13', '17', '15', '8', '12', '19', '16', '20', '10', '1', '9', '7', '4', '2', '5', '6', '11']","['1', '1', '1', '1', '5', '1', '1', '1', '9', '1']"
1135,How many people are in the image?,how many,number,1,11353,"['13', '18', '17', '15', '12', '16', '20', '19', '0', '1', '10', '4', '7', '9', '2', '5', '6', '11']","['1', '1', '1', '4', '1', '19', '1', '1', '1', '1']"
1137,How many people are in the image?,how many,number,1,11373,"['13', '3', '18', '14', '15', '12', '16', '20', '19', '0', '1', '7', '4', '10', '17', '5', '6', '11']","['1', '19', '1', '1', '1', '1', '1', '1', '1', '1']"
1138,How many people are in the image?,how many,number,1,11383,"['13', '3', '14', '8', '15', '12', '17', '19', '16', '0', '1', '10', '4', '9', '7', '2', '5', '6']","['1', '1', '1', '1', '18', '1', '15', '1', '20', '1']"
1139,How many people are in the image?,how many,number,1,11393,"['13', '3', '18', '2', '8', '15', '12', '20', '0', '1', '10', '9', '7', '4', '17', '5', '6', '11']","['1', '1', '1', '0', '4', '1', '1', '1', '1', '1']"
1140,How many people are in the image?,how many,number,2,11403,"['13', '3', '18', '17', '14', '8', '12', '19', '20', '16', '0', '10', '1', '4', '2', '5', '6', '11']","['2', '2', '2', '15', '2', '18', '2', '2', '2', '4']"
1141,How many people are in the image?,how many,number,1,11413,"['13', '3', '18', '2', '14', '15', '8', '12', '16', '20', '0', '1', '7', '4', '9', '17', '6', '11']","['1', '6', '14', '1', '12', '0', '1', '1', '1', '8']"
1142,How many people are in the image?,how many,number,2,11423,"['13', '18', '14', '8', '15', '12', '19', '20', '0', '9', '10', '4', '7', '1', '2', '5', '6', '11']","['2', '2', '2', '2', '5', '2', '8', '2', '3', '2']"
1143,How many people are in the image?,how many,number,2,11433,"['13', '3', '18', '15', '8', '12', '19', '20', '16', '0', '7', '1', '9', '10', '2', '5', '6', '11']","['2', '2', '2', '8', '10', '2', '2', '18', '2', '2']"
1144,How many people are in the image?,how many,number,1,11443,"['3', '13', '18', '2', '14', '8', '15', '12', '16', '20', '0', '9', '1', '4', '10', '17', '6', '11']","['1', '1', '11', '1', '1', '1', '1', '14', '5', '1']"
1145,How many people are in the image?,how many,number,1,11453,"['13', '3', '18', '14', '8', '15', '12', '17', '16', '20', '0', '1', '10', '4', '7', '2', '5', '11']","['1', '1', '3', '1', '1', '1', '1', '1', '1', '1']"
1146,How many people are in the image?,how many,number,2,11463,"['3', '13', '18', '17', '15', '14', '16', '19', '20', '0', '7', '10', '4', '9', '2', '5', '6', '11']","['2', '9', '2', '19', '2', '2', '2', '2', '16', '2']"
1147,How many animals are present in the image?,how many,number,1,11473,"['13', '3', '14', '15', '8', '12', '16', '19', '20', '0', '1', '9', '10', '7', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '2', '1', '10', '1', '1']"
1148,How many people are in the image?,how many,number,2,11483,"['3', '13', '18', '17', '8', '15', '12', '16', '20', '0', '1', '7', '4', '10', '2', '5', '6', '11']","['2', '2', '2', '4', '2', '3', '2', '17', '2', '4']"
1150,How many people are in the image?,how many,number,1,11503,"['13', '3', '18', '14', '12', '16', '20', '19', '0', '10', '1', '4', '7', '9', '17', '5', '6', '11']","['1', '1', '5', '1', '1', '7', '13', '0', '10', '10']"
1151,How many people are in the image?,how many,number,2,11513,"['13', '18', '14', '8', '15', '19', '20', '16', '0', '10', '9', '1', '7', '4', '2', '5', '6', '11']","['2', '2', '2', '7', '2', '2', '4', '2', '16', '13']"
1152,How many people are in the image?,how many,number,2,11523,"['3', '18', '17', '15', '8', '12', '16', '19', '20', '0', '1', '7', '10', '9', '4', '2', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1153,How many people are in the image?,how many,number,1,11533,"['3', '13', '18', '2', '14', '12', '16', '20', '19', '0', '10', '1', '4', '9', '17', '5', '6', '11']","['1', '1', '1', '4', '1', '1', '1', '1', '1', '1']"
1154,How many people are in the image?,how many,number,1,11543,"['3', '13', '2', '14', '15', '8', '12', '16', '20', '0', '9', '1', '10', '4', '17', '5', '6', '11']","['1', '8', '1', '9', '1', '1', '8', '1', '3', '1']"
1155,How many people are in the image?,how many,number,1,11553,"['3', '13', '18', '17', '8', '15', '14', '16', '20', '19', '1', '10', '4', '7', '9', '2', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
1157,How many people are in the image?,how many,number,2,11573,"['3', '13', '14', '17', '8', '12', '19', '20', '16', '0', '1', '10', '4', '7', '9', '2', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '6', '2', '12']"
1158,How many people are in the image?,how many,number,2,11583,"['3', '13', '18', '2', '14', '8', '15', '16', '20', '19', '0', '9', '7', '4', '1', '17', '6', '11']","['2', '2', '2', '16', '6', '2', '3', '2', '2', '2']"
1159,How many people are in the image?,how many,number,2,11593,"['3', '13', '18', '14', '17', '8', '15', '12', '16', '20', '0', '10', '1', '7', '4', '2', '5', '11']","['2', '2', '2', '2', '13', '18', '2', '13', '2', '2']"
1160,How many people are in the image?,how many,number,1,11603,"['3', '13', '18', '14', '8', '17', '15', '16', '20', '19', '7', '1', '10', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '18', '1', '1', '1', '0', '1']"
1161,How many people are in the image?,how many,number,1,11613,"['3', '13', '18', '2', '15', '8', '12', '19', '16', '20', '0', '10', '1', '9', '4', '17', '5', '11']","['1', '1', '3', '1', '4', '1', '1', '1', '1', '1']"
1162,How many people are in the image?,how many,number,1,11623,"['13', '3', '18', '2', '14', '15', '12', '16', '19', '20', '0', '7', '1', '4', '9', '17', '5', '11']","['1', '12', '1', '1', '0', '1', '9', '1', '0', '1']"
1164,How many people are in the image?,how many,number,1,11643,"['13', '3', '18', '17', '15', '8', '12', '19', '20', '16', '0', '10', '1', '9', '4', '2', '5', '11']","['1', '1', '14', '1', '1', '1', '18', '1', '1', '1']"
1165,How many people are in the image?,how many,number,1,11653,"['13', '3', '18', '2', '14', '15', '12', '19', '20', '0', '1', '10', '4', '7', '9', '17', '6', '11']","['1', '1', '2', '1', '1', '20', '1', '1', '4', '1']"
1166,How many people are in the image?,how many,number,1,11663,"['3', '13', '2', '8', '15', '12', '16', '19', '20', '0', '10', '1', '7', '4', '17', '5', '6', '11']","['1', '9', '1', '1', '1', '19', '18', '1', '1', '1']"
1167,How many people are in the image?,how many,number,1,11673,"['3', '13', '14', '15', '8', '12', '16', '20', '19', '0', '7', '1', '4', '9', '10', '17', '5', '11']","['1', '1', '3', '1', '1', '16', '6', '1', '1', '3']"
1168,How many people are in the image?,how many,number,1,11683,"['3', '2', '14', '15', '8', '12', '19', '20', '16', '9', '7', '1', '10', '4', '17', '5', '6', '11']","['1', '14', '1', '1', '1', '1', '1', '1', '15', '0']"
1169,How many people are in the image?,how many,number,2,11693,"['3', '18', '14', '15', '8', '12', '16', '20', '19', '0', '7', '10', '4', '1', '2', '5', '6', '11']","['2', '2', '2', '0', '2', '3', '11', '2', '2', '7']"
1170,How many people are in the image?,how many,number,1,11703,"['13', '3', '18', '14', '17', '12', '19', '20', '0', '9', '1', '10', '7', '4', '2', '5', '6', '11']","['1', '2', '6', '12', '2', '1', '1', '1', '6', '17']"
1171,How many people are in the image?,how many,number,1,11713,"['13', '3', '18', '2', '15', '8', '12', '19', '20', '16', '0', '1', '10', '9', '4', '17', '5', '6']","['1', '1', '1', '1', '1', '1', '8', '1', '1', '18']"
1172,How many people are in the image?,how many,number,1,11723,"['13', '3', '18', '2', '14', '8', '15', '12', '16', '20', '0', '1', '9', '4', '10', '17', '5', '6']","['1', '1', '1', '1', '1', '4', '1', '1', '18', '11']"
1173,How many people are in the image?,how many,number,1,11733,"['13', '3', '18', '14', '8', '15', '12', '16', '20', '19', '9', '1', '4', '7', '2', '5', '6', '11']","['1', '1', '1', '0', '2', '11', '1', '1', '1', '1']"
1174,How many people are in the image?,how many,number,2,11743,"['13', '3', '18', '14', '15', '8', '12', '16', '20', '19', '0', '9', '10', '7', '1', '2', '5', '6']","['2', '13', '2', '2', '3', '19', '2', '19', '2', '2']"
1175,How many people are in the image?,how many,number,1,11753,"['13', '3', '18', '2', '8', '12', '16', '20', '0', '10', '7', '1', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '3', '17', '2']"
1179,How many people are in the image?,how many,number,1,11793,"['3', '13', '18', '14', '8', '15', '12', '19', '16', '20', '0', '1', '9', '7', '4', '17', '5', '6']","['1', '4', '1', '1', '19', '1', '1', '1', '1', '1']"
1180,How many people are in the image?,how many,number,2,11803,"['13', '3', '18', '2', '14', '15', '8', '12', '16', '19', '0', '1', '7', '4', '10', '17', '5', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1181,How many people are in the image?,how many,number,1,11813,"['3', '18', '14', '17', '8', '15', '12', '19', '20', '0', '7', '1', '4', '10', '2', '5', '6', '11']","['1', '9', '1', '1', '1', '1', '1', '1', '1', '1']"
1182,How many people are in the image?,how many,number,1,11823,"['13', '18', '14', '15', '8', '17', '16', '19', '20', '0', '1', '10', '4', '9', '7', '2', '6', '11']","['1', '2', '1', '1', '14', '1', '1', '1', '8', '1']"
1184,How many people are in the image?,how many,number,3,11843,"['3', '13', '18', '17', '8', '14', '16', '20', '0', '10', '7', '4', '9', '1', '2', '5', '6', '11']","['3', '3', '18', '4', '3', '3', '3', '3', '3', '11']"
1186,How many people are in the image?,how many,number,1,11863,"['13', '3', '18', '14', '8', '15', '19', '20', '16', '1', '10', '4', '7', '9', '17', '5', '6', '11']","['1', '1', '1', '18', '7', '1', '1', '1', '1', '1']"
1187,How many people are in the image?,how many,number,1,11873,"['13', '3', '18', '14', '15', '17', '12', '8', '16', '20', '19', '1', '10', '4', '2', '5', '6', '11']","['1', '17', '1', '17', '1', '1', '1', '1', '1', '12']"
1188,How many people are in the image?,how many,number,2,11883,"['18', '17', '8', '15', '12', '14', '16', '20', '0', '1', '9', '4', '7', '10', '2', '5', '6', '11']","['2', '2', '0', '3', '2', '2', '2', '2', '2', '2']"
1190,How many people are in the image?,how many,number,1,11903,"['13', '3', '2', '14', '8', '12', '16', '20', '0', '10', '7', '4', '1', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '11', '1']"
1191,How many people are in the image?,how many,number,2,11913,"['13', '3', '18', '14', '15', '8', '16', '19', '0', '9', '1', '4', '10', '7', '2', '5', '6', '11']","['2', '2', '2', '2', '13', '2', '2', '16', '2', '11']"
1192,How many people are in the image?,how many,number,3,11923,"['3', '13', '18', '14', '15', '17', '8', '16', '20', '19', '0', '10', '7', '9', '2', '5', '6', '11']","['3', '3', '3', '3', '3', '3', '3', '3', '20', '3']"
1193,How many people are in the image?,how many,number,3,11933,"['3', '13', '18', '2', '15', '8', '12', '16', '19', '20', '0', '1', '7', '4', '10', '17', '5', '11']","['3', '3', '3', '3', '5', '5', '3', '7', '3', '3']"
1194,How many people are in the image?,how many,number,1,11943,"['3', '13', '18', '2', '14', '8', '15', '16', '20', '0', '1', '9', '4', '10', '17', '5', '6', '11']","['1', '18', '1', '1', '1', '1', '1', '12', '17', '1']"
1195,How many people are in the image?,how many,number,2,11953,"['13', '3', '18', '15', '8', '12', '19', '20', '16', '7', '1', '4', '10', '9', '2', '5', '6', '11']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
1196,How many people are in the image?,how many,number,1,11963,"['13', '3', '18', '2', '14', '15', '8', '19', '20', '1', '9', '10', '7', '4', '17', '5', '6', '11']","['1', '11', '6', '1', '14', '1', '3', '6', '1', '1']"
1197,How many people are in the image?,how many,number,1,11973,"['13', '18', '2', '14', '15', '12', '19', '20', '0', '10', '1', '4', '7', '9', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '2', '1', '1', '14']"
1199,How many people are in the image?,how many,number,1,11993,"['3', '13', '18', '2', '14', '15', '8', '12', '20', '0', '1', '9', '10', '7', '4', '17', '5', '6']","['1', '1', '1', '3', '17', '11', '13', '14', '1', '1']"
1200,How many people are in the image?,how many,number,2,12003,"['13', '3', '18', '17', '14', '8', '12', '15', '19', '16', '20', '0', '7', '9', '10', '4', '2', '6']","['2', '2', '2', '2', '9', '4', '2', '2', '2', '2']"
1201,How many people are in the image?,how many,number,1,12013,"['3', '13', '2', '14', '15', '8', '12', '19', '16', '0', '10', '1', '4', '9', '17', '5', '6', '11']","['1', '1', '1', '18', '1', '1', '1', '1', '12', '1']"
1202,How many people are in the image?,how many,number,2,12023,"['3', '13', '14', '15', '17', '12', '8', '19', '20', '0', '7', '9', '10', '1', '4', '2', '5', '11']","['2', '2', '2', '2', '19', '2', '14', '2', '20', '2']"
1203,How many people are in the image?,how many,number,2,12033,"['13', '3', '18', '14', '8', '15', '17', '16', '19', '20', '10', '9', '4', '7', '1', '2', '6', '11']","['2', '3', '6', '2', '2', '8', '11', '11', '2', '2']"
1204,How many people are in the image?,how many,number,1,12043,"['13', '3', '2', '14', '8', '15', '19', '16', '20', '0', '10', '1', '9', '4', '17', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '9']"
1205,How many people are in the image?,how many,number,1,12053,"['3', '13', '14', '15', '8', '12', '16', '20', '19', '0', '1', '7', '4', '9', '2', '5', '6', '11']","['1', '1', '1', '1', '1', '1', '1', '1', '17', '1']"
1207,How many people are in the image?,how many,number,3,12073,"['3', '13', '18', '14', '8', '15', '12', '19', '20', '16', '0', '7', '1', '4', '9', '17', '5', '6']","['3', '3', '3', '3', '7', '3', '3', '3', '18', '3']"
1208,How many people are in the image?,how many,number,2,12083,"['3', '13', '18', '17', '8', '14', '12', '19', '20', '16', '0', '7', '9', '4', '2', '5', '6', '11']","['2', '2', '2', '12', '2', '2', '2', '2', '2', '5']"
